timestamp,open,high,low,close
1651103940,2889.4564248648267,undefined,undefined,undefined
1651017600,2809.5944621978883,2918.0228376227906,2796.3431587663185,2890.611646691343
1650931200,3007.286820610516,3031.6261084633775,2779.5574026837157,2810.756627076162
1650844800,2922.2345398565426,3022.6337628286865,2800.748564465307,3008.4964182984945
1650758400,2933.3683542556682,2964.793479460563,2915.702533658085,2923.4264911998753
1650672000,2963.1133096480853,2979.307621785165,2920.2232442719323,2937.770450117909
1650585600,2983.9999612212937,3031.200431759856,2935.511082428812,2963.7326486723086
1650499200,3075.1531494592973,3177.6796841691116,2954.4514227942473,2986.039819397175
1650499140,3079.5252051129937,undefined,undefined,undefined
1650412800,3098.656698364832,3162.602990824134,3039.8771548441155,3079.3565211537966
1650412740,3103.251351999453,undefined,undefined,undefined
1650326400,3056.220727294478,3128.08485858379,3032.9701396041755,3103.5487811546
1650240000,2988.6833159466632,3070.3639727972086,2890.3291231131343,3057.2204591928344
1650153600,3060.45498026737,3078.8687429301276,2986.4675609228225,2991.033393304836
1650067200,3040.192383930232,3078.4334523361526,3014.798637763354,3060.986070974377
1649980800,3021.84534831679,3050.0556781934065,2997.7173314744227,3042.554247326894
1649894400,3118.9863131843667,3143.955943315526,2983.7410161063426,3019.8051025293453
1649808000,3027.962117856179,3129.1887473402003,3001.4887610821293,3120.1956870847503
1649721600,2979.650499491285,3084.0135615247214,2953.1407999293356,3030.7163168876837
1649635200,3203.4404835175237,3215.0050546124976,2956.6506600792018,2975.156010964767
1649635140,3198.086597001516,undefined,undefined,undefined
1649548800,3259.004929409964,3308.2807915128956,3209.1651888419306,3210.210271965175
1649548740,3261.4151489314086,undefined,undefined,undefined
1649462400,3192.7024079463795,3267.668422545415,3183.2390027185156,3263.0393967210975
1649376000,3227.708984892261,3312.330630727036,3173.863303954926,3192.310856971693
1649375940,3227.037935306875,undefined,undefined,undefined
1649289600,3168.8513693558716,3266.1796910509233,3149.2891292162835,3232.321927703696
1649203200,3406.81714095906,3406.81714095906,3162.9049273827613,3168.9658013451676
1649116800,3520.6872336099655,3549.1360759619115,3402.4474944398685,3409.4576251060157
1649030400,3522.3779752511105,3545.614523839127,3418.71144817421,3522.0326545705734
1648944000,3449.392374190234,3578.517514117059,3416.3456927626753,3522.609735468225
1648857600,3456.5190902117743,3529.0626830760148,3438.985146688831,3446.7785128055884
1648771200,3282.9012550845773,3477.122743327771,3216.696319702642,3457.045847113918
1648684800,3386.709089988791,3443.339947806664,3265.1548750576817,3279.273071280892
1648598400,3399.8848759503926,3445.4843978199488,3339.0369752960924,3380.7784270414822
1648598340,3402.8186745409116,undefined,undefined,undefined
1648512000,3339.4932098676827,3481.424433397582,3335.3254905582485,3404.610313020537
1648511940,3332.8392697991685,undefined,undefined,undefined
1648425600,3296.276845790935,3431.7331477346106,3276.4664491512863,3339.8849308502554
1648425540,3296.502099214694,undefined,undefined,undefined
1648339200,3148.3640256674207,3295.562483087671,3128.561458726999,3294.9937469772017
1648339140,3148.154716653325,undefined,undefined,undefined
1648252800,3104.20847829821,3151.8099704194474,3086.978330846892,3145.153319978118
1648252740,3102.9295394035244,undefined,undefined,undefined
1648166400,3112.375209078151,3191.370753295723,3082.812661916319,3106.2701023996124
1648166340,3110.5558245776933,undefined,undefined,undefined
1648080000,3037.6858189341724,3127.781365905123,3008.1511735478443,3110.846580862762
1648079940,3037.5607539092225,undefined,undefined,undefined
1647993600,2970.1965171806796,3044.26036155844,2923.889685498539,3037.3383077977282
1647993540,2970.8963385241505,undefined,undefined,undefined
1647907200,2890.8271778070343,3047.4154841557956,2889.033618550281,2970.582388084442
1647907140,2896.0458628662964,undefined,undefined,undefined
1647820800,2862.2407644470586,2960.4356166441194,2833.567761327961,2896.2901202787843
1647820740,2860.111539271842,undefined,undefined,undefined
1647734400,2952.131861570331,2962.9658799966674,2820.8404868404305,2861.230488344338
1647734340,2949.6110066005754,undefined,undefined,undefined
1647648000,2939.3916768856957,2984.0435429319027,2897.0228260446183,2947.354871049831
1647647940,2942.836223176578,undefined,undefined,undefined
1647561600,2814.671346231399,2983.6121823487088,2770.4604534649957,2942.336166108312
1647561540,2816.4949819455214,undefined,undefined,undefined
1647475200,2775.1082446614055,2836.3342327104165,2748.552558695376,2816.0774087009513
1647475140,2775.447492579288,undefined,undefined,undefined
1647388800,2619.305369103578,2788.8250288970107,2606.111270391978,2774.968911816713
1647388740,2620.5990383491144,undefined,undefined,undefined
1647302400,2591.026255030243,2669.3787827247756,2510.6619431558943,2620.4200576080693
1647302340,2591.553491537787,undefined,undefined,undefined
1647216000,2516.1877998134773,2606.9298068549915,2502.714468204542,2592.8751504906886
1647215940,2517.812405476654,undefined,undefined,undefined
1647129600,2569.2855818203757,2598.9860062016205,2496.252068219523,2519.939303054005
1647129540,2566.3933813682356,undefined,undefined,undefined
1647043200,2556.435944025707,2611.001305355133,2554.015400689483,2571.86874775276
1647043140,2557.5928894962112,undefined,undefined,undefined
1646956800,2611.1538483954673,2669.109197438483,2527.6532990401806,2556.6759354221213
1646956740,2609.3127881235055,undefined,undefined,undefined
1646870400,2727.9496524870947,2730.6184020446963,2555.4979362564422,2607.9499365271786
1646870340,2728.650201300095,undefined,undefined,undefined
1646784000,2577.0652179859226,2772.760135866032,2569.7194118990483,2731.535201713821
1646783940,2578.5766885690505,undefined,undefined,undefined
1646697600,2492.8145762405807,2625.092529532117,2483.772433962715,2576.8454472059684
1646697540,2496.1760831125525,undefined,undefined,undefined
1646611200,2550.542599378679,2644.9059833010447,2446.2337665547875,2497.570089027961
1646611140,2549.888931719414,undefined,undefined,undefined
1646524800,2665.792972150628,2674.4631679324757,2547.0408284631285,2547.0408284631285
1646524740,2666.6007020995803,undefined,undefined,undefined
1646438400,2623.1835585172885,2681.863792090366,2593.8811186852377,2665.458695052778
1646438340,2622.491866602811,undefined,undefined,undefined
1646352000,2830.292693289794,2834.7694658227747,2575.0099584536247,2617.431410529734
1646351940,2833.812129612428,undefined,undefined,undefined
1646265600,2948.75958109655,2971.79,2792.104083926082,2832.5055884981934
1646179200,2977.7265556093193,3033.8012259657717,2916.1705306147237,2948.0909635414264
1646092800,2923.514372592773,3038.9877252819506,2860.970413824901,2975.2403047172866
1646092740,2924.940814032879,undefined,undefined,undefined
1646006400,2618.160249563003,2944.0366427649433,2576.4720643427304,2922.477659267722
1646006340,2619.153753677398,undefined,undefined,undefined
1645920000,2780.7296625390136,2834.5086667248315,2564.4340695812143,2619.9872153540828
1645919940,2779.395768746634,undefined,undefined,undefined
1645833600,2769.494275254428,2855.7648483252297,2739.074752663262,2782.0060401297
1645833540,2768.4088483205765,undefined,undefined,undefined
1645747200,2595.03390313625,2833.6956931078957,2573.9702949733282,2769.0590733717936
1645747140,2599.333226591098,undefined,undefined,undefined
1645660800,2581.0162816545107,2709.9774991567688,2302.4809763975927,2598
1645660740,2579.8555089822744,undefined,undefined,undefined
1645574400,2637.986410108112,2751.5727914611252,2582.1098394892047,2586.634052746246
1645574340,2637.797188807305,undefined,undefined,undefined
1645488000,2569.4479744581695,2657.4162497548937,2504.4800690833963,2635.2475950860435
1645487940,2571.6179209254406,undefined,undefined,undefined
1645401600,2622.7392557170197,2756.51370322765,2564.563879837949,2581.8489247443376
1645401540,2622.9976533747054,undefined,undefined,undefined
1645315200,2764.7571983992384,2764.9398574957236,2577.2140734921422,2623.864547214775
1645315140,2764.5935050339817,undefined,undefined,undefined
1645228800,2780.08,2831.52,2702.503532445809,2765.2300650820557
1645142400,2886.29,2943.66,2756.48,2788.72
1645142280,2884.32,undefined,undefined,undefined
1645056000,3126.97,3158.05,2856.03,2876.48
1645055880,3126.69,undefined,undefined,undefined
1644969600,3179.37,3183.08,3049.36,3122.58
1644969540,3184.15,undefined,undefined,undefined
1644883200,2932.5,3193.11,2913.94,3186.98
1644883140,2935.304740863514,undefined,undefined,undefined
1644796800,2877.5402074802632,2962.42,2838.358030923783,2931.41
1644796740,2870.2575987402874,undefined,undefined,undefined
1644710400,2919.99,2953.7900000000004,2840.9400000000005,2885.48
1644624000,2923.61,2984.31,2862.658498173215,2918.812137839322
1644623940,2927.5000000000005,undefined,undefined,undefined
1644537600,3074.998443820297,3135.3690734584757,2882.59,2928.5014256576337
1644451200,3246.5041182592854,3280.213865952241,3063.8247583069915,3073.987573075154
1644364800,3119.57,3269.690962337095,3060.003676358519,3245.5102024304815
1644278400,3141.862486397481,3226.4221071751604,3032.6694677470473,3123.552767193549
1644278340,3141.49650377166,undefined,undefined,undefined
1644192000,3064.1945821812483,3187.5657171624525,2998.67,3141.01
1644191940,3060.185706455607,undefined,undefined,undefined
1644105600,3020.4833780620006,3069.7460171040643,2963.914093383066,3059.7388892907607
1644105540,3021.1433216334003,undefined,undefined,undefined
1644019200,2998.1024144543453,3060.2282196839606,2966.305413978925,3016.5756530967924
1643932800,2697.163601077906,2993.096869849878,2673.8142085588006,2989.8689286763197
1643932740,2693.2,undefined,undefined,undefined
1643846400,2682.6851783796783,2725.1946814233934,2580.3677589386025,2682.3136633210042
1643846340,2683.1424757769155,undefined,undefined,undefined
1643760000,2789.6487126976053,2811.9112998847127,2616.861463929206,2687.6852756051803
1643759940,2791.137473364704,undefined,undefined,undefined
1643673600,2689.8661485489156,2813.6046636966603,2677.663577526078,2790.817213597978
1643673540,2690.448189270836,undefined,undefined,undefined
1643587200,2603.199458441468,2705.765817734973,2484.0536277807923,2690.2840189406616
1643587140,2602.5415104091708,undefined,undefined,undefined
1643500800,2603.725042414187,2636.727316349184,2545.654209389516,2603.1675153258234
1643500740,2604.2571703735343,undefined,undefined,undefined
1643414400,2543.45,2633.64,2525.96,2599.365454919746
1643414340,2546.84,undefined,undefined,undefined
1643328000,2423.1994023323596,2556.31,2362.04,2548.26
1643327940,2425.82,undefined,undefined,undefined
1643241600,2460.65,2519.5492318764336,2319.3827772546706,2422.024276055819
1643241540,2463.9045481243634,undefined,undefined,undefined
1643155200,2460.616994162383,2715.020300982087,2406.5589731804835,2467.47758362276
1643155140,2455.4693665799955,undefined,undefined,undefined
1643068800,2441.7736821174726,2507.872599991804,2352.3472247156396,2457.507007011816
1643068740,2441.405399795919,undefined,undefined,undefined
1642982400,2541.4195305177604,2541.4195305177604,2161.058602242725,2441.6035626308203
1642982340,2542.4412816312765,undefined,undefined,undefined
1642896000,2411.499011112963,2547.3208709360206,2373.2175825794106,2535.5173317383446
1642895940,2408.6448432759266,undefined,undefined,undefined
1642809600,2569.0088153038,2623.962735589759,2312.487978452396,2403.180737525459
1642809540,2571.526088075571,undefined,undefined,undefined
1642723200,2975.02,3033.23,2477.364729164081,2563.4411412895915
1642723140,3001.18,undefined,undefined,undefined
1642636800,3092.48,3271.7999999999997,2998.34,2998.34
1642636740,3084.46,undefined,undefined,undefined
1642550400,3159.81,3176.41,3050.88,3091.59
1642550340,3160.81,undefined,undefined,undefined
1642464000,3213.3,3242.73,3091.4600000000005,3163.52
1642463940,3210.98,undefined,undefined,undefined
1642377600,3353.92,3358.22,3142.3900000000003,3213.29
1642291200,3331.28,3386.1199999999994,3285.7099999999996,3349.79
1642291140,3328.12,undefined,undefined,undefined
1642204800,3310.184792868072,3370.32,3274.2,3331.02
1642118400,3238.5900000000006,3337.71,3198.0195478047826,3310.05
1642118340,3239.1223889179055,undefined,undefined,undefined
1642032000,3371.01,3407.16,3237.23,3237.44
1641945600,3246.53,3407.942126164921,3210.021743381409,3371.26
1641945540,3240.921167522541,undefined,undefined,undefined
1641859200,3086.95,3261.815315591089,3054.7687418980468,3238.28
1641859140,3085.0001934071497,undefined,undefined,undefined
1641772800,3147.7,3179.21,2933.1282617621646,3085.383482581666
1641772740,3151.0361287036703,undefined,undefined,undefined
1641686400,3080.649782415343,3210.9749468573395,3060.9709562272333,3152.091216738852
1641686340,3083.028360936657,undefined,undefined,undefined
1641600000,3197.876288682678,3244.946272351927,3002.3824605530945,3083.7575695790288
1641599940,3196.0780264044292,undefined,undefined,undefined
1641513600,3406.3354655576654,3414.108413030849,3069.802402005459,3194.028504103375
1641513540,3410.388505658501,undefined,undefined,undefined
1641427200,3538.5138464453344,3549.3448363958532,3305.6396124360062,3412.3881048207286
1641427140,3539.0541891395596,undefined,undefined,undefined
1641340800,3785.0608265330166,3847.4491728151656,3415.6016183294455,3544.7459425918705
1641340740,3790.5181531701587,undefined,undefined,undefined
1641254400,3762.93,3889.8337941761697,3716.5299999999997,3789.383845347192
1641168000,3820.22,3843.92,3687.66,3764.2700000000004
1641167940,3819.97,undefined,undefined,undefined
1641081600,3767.1799999999994,3848.72,3719.19,3831.21
1641081540,3767.3,undefined,undefined,undefined
1640995200,3691.7099999999996,3774.82,3681.82,3768.75
1640995140,3683.47,undefined,undefined,undefined
1640908800,3706.97,3810.57,3624.36,3677.6299999999997
1640822400,3637.27,3768.06,3595.39,3711.5
1640736000,3797.9399999999996,3827.5400000000004,3614,3626.2000000000003
1640649600,4031.6,4033.28,3768,3796.81
1640563200,4069.17,4126.92,4037.5200000000004,4040.09
1640563140,4065.91,undefined,undefined,undefined
1640476800,4093.56,4106.27,4013.3999999999996,4066.4599999999996
1640390400,4045.15,4135.3,4026.24,4095.95
1640304000,4120.03,4136.68,4026.4,4044.44
1640217600,3986.37,4149,3897.0300000000007,4109.07
1640217540,3980.8299999999995,undefined,undefined,undefined
1640131200,4021.41,4073.8135880173513,3947.5782898050866,3980.83
1640044800,3952.27,4061.7199999999993,3917.5999999999995,4019.545337456879
1640044740,3946.1599999999994,undefined,undefined,undefined
1639958400,3929.81,3978.309519422164,3758.087595038598,3938.0797588368173
1639958340,3924.3308637325736,undefined,undefined,undefined
1639872000,3957.2,4025.56216661481,3892.368144961025,3917.4649827498797
1639871940,3961.6640911321815,undefined,undefined,undefined
1639785600,3876.5087290289766,3995.8926765493857,3771.4223122659055,3958.29
1639785540,3874.684931710781,undefined,undefined,undefined
1639699200,3957.2800000000007,3994.774449406443,3707.9071904251846,3885.0519643702883
1639699140,3960.242129869217,undefined,undefined,undefined
1639612800,4021.8203006599797,4110.875684327143,3955.052623440623,3955.7279917198985
1639612740,4019.0869876941183,undefined,undefined,undefined
1639526400,3861.142296941727,4090.357601413055,3657.277443414354,4020.7096877681697
1639526340,3862.6779806281884,undefined,undefined,undefined
1639440000,3784.9258794006664,3880.524919123928,3687.1597334601743,3858.0898660342536
1639439940,3784.398888599914,undefined,undefined,undefined
1639353600,4132.331946465093,4141.683184906634,3675.086765083303,3783.425700097953
1639353540,4133.180592616346,undefined,undefined,undefined
1639267200,4088.933858075914,4175.555525310291,3989.816528264306,4132.078530644752
1639180800,3884.923779601527,4094.6499011087603,3836.4714056792627,4084.2717421924444
1639180740,3906.8077640151014,undefined,undefined,undefined
1639094400,4104.955036847229,4217.385622437907,3891.263020279025,3902.3400802423957
1639094280,4118.268124714654,undefined,undefined,undefined
1639008000,4469.777451197406,4480.081578596322,4079.7717768743028,4130.349482558946
1639007940,4446.160369817001,undefined,undefined,undefined
1638921600,4307.713044514378,4451.548778439924,4236.55050299992,4439.898471679019
1638835200,4365.21171217759,4426.699381457525,4264.092418777249,4306.569876776087
1638748800,4205.791293910909,4370.109370166601,3935.5450559196047,4359.988384524842
1638748680,4196.014863587487,undefined,undefined,undefined
1638662400,4129.425183019701,4248.427532231827,4046.873065331133,4200.31444745153
1638662280,4120.740103537305,undefined,undefined,undefined
1638576000,4209.927107015021,4238.685999191829,3663.1674121091496,4122.088845587745
1638489600,4509.911634406562,4645.71374877688,4096.325304981674,4217.418199386664
1638489540,4512.666403717624,undefined,undefined,undefined
1638403200,4586.677824513637,4631.314088989622,4437.933743551919,4508.250752701175
1638316800,4611.465074124818,4782.02611231841,4530.91220148786,4587.173176103061
1638316740,4634.497518331279,undefined,undefined,undefined
1638230400,4447.239125933215,4741.948261155777,4353.2332439143365,4637.568454204769
1638144000,4309.572989283458,4460.413900565269,4285.608632553822,4445.843137798969
1638143940,4297.097003928493,undefined,undefined,undefined
1638057600,4090.091254095144,4299.458400232202,3988.935615863572,4292.326892914464
1638057540,4093.771236297388,undefined,undefined,undefined
1637971200,4043.396244048088,4184.770298709371,4032.7503960074832,4078.1914400098585
1637971140,4031.7905322511047,undefined,undefined,undefined
1637884800,4523.540108999792,4548.422381813113,3930.0028452515103,4034.2815422471404
1637884740,4518.3821273925705,undefined,undefined,undefined
1637798400,4272.973574072318,4550.155271718681,4249.62363665651,4519.89999194657
1637798340,4274.412433103418,undefined,undefined,undefined
1637712000,4342.941624261094,4359.478416758873,4172.413231958888,4275.436640372959
1637711940,4341.6643033745,undefined,undefined,undefined
1637625600,4083.6499999999996,4388.346586088647,4068.4800000000005,4341.506008117064
1637625540,4089.1599999999994,undefined,undefined,undefined
1637539200,4265.87,4310.34,4028.88,4090.54
1637452800,4416.39,4420.89,4250.65,4272.57
1637366400,4303.6,4438.9,4214.11,4413.05
1637280000,4009.87,4314.26,3980.11,4303.418771136362
1637279940,4002.608294039627,undefined,undefined,undefined
1637193600,4289.441601812334,4342.64285370836,3960.4699999999993,3995.32
1637193540,4289.4,undefined,undefined,undefined
1637107200,4222.67,4298.49,4077.24,4288.917428927527
1637107140,4212.474101543331,undefined,undefined,undefined
1637020800,4545.67,4545.67,4132.12,4216.14
1637020740,4559.226888007753,undefined,undefined,undefined
1636934400,4626.850572643559,4769.21,4544.4644597124325,4572.643546472941
1636934340,4627.349570306753,undefined,undefined,undefined
1636848000,4644.711091524745,4691.375724663525,4517.5268059588625,4627.197020076022
1636847940,4646.889057215584,undefined,undefined,undefined
1636761600,4667.465909505719,4704.32846796744,4588.161139881461,4647.2
1636761540,4672.180160824782,undefined,undefined,undefined
1636675200,4721.87,4806.600366464015,4511.9809332000605,4675.31599910018
1636675140,4724.195888995844,undefined,undefined,undefined
1636588800,4632.486098048668,4779.071689618614,4580.8811308239,4723.849265151405
1636588740,4638.533610242913,undefined,undefined,undefined
1636502400,4734.091714960123,4864.476780010037,4476.186895141813,4637.962459568996
1636502340,4734.069479655316,undefined,undefined,undefined
1636416000,4805.99,4834.45,4715.483996193734,4736.295720305589
1636415880,4811.9,undefined,undefined,undefined
1636329600,4620.81,4823.31,4620.28,4811.5
1636329480,4617.02,undefined,undefined,undefined
1636243200,4511.98,4638.22,4507.87,4614.02
1636243140,4523.16,undefined,undefined,undefined
1636156800,4475.88,4528.92,4340.91,4520.71
1636070400,4538.27,4571.87,4451.5,4481.52
1636070340,4537.15,undefined,undefined,undefined
1635984000,4605.6,4609.75,4425.94,4539.33
1635897600,4598,4664.78,4465.06,4606.07
1635811200,4324.21,4601.65,4289.01,4586.39
1635811140,4325.548484031913,undefined,undefined,undefined
1635724800,4295.35,4377.057021011002,4166.283329212807,4326.88
1635724740,4290.16,undefined,undefined,undefined
1635638400,4328.81,4395.1,4176.37,4288.647863307195
1635638340,4325.869542155477,undefined,undefined,undefined
1635552000,4426.66,4427.491984588295,4251.859043408258,4319.030758213976
1635551940,4415.685772670747,undefined,undefined,undefined
1635465600,4287.945607447652,4460.505640780439,4271.599874791511,4415.427223930739
1635465540,4288.010548173824,undefined,undefined,undefined
1635379200,3923.7357100727463,4292.487326799081,3903.4155618532495,4288.391931811509
1635379140,3929.019486885468,undefined,undefined,undefined
1635292800,4131.247953517975,4299.427443040211,3928.282848223703,3933.186228098768
1635292740,4130.616707901937,undefined,undefined,undefined
1635206400,4220.817103616245,4290.609696321353,4102.073667350008,4128.741989241185
1635206340,4221.14030130145,undefined,undefined,undefined
